Token,Frequency
2583e15fd5465ba22d104730bada23de,1
924be5a80d65a01378cf3d28365ca38d,1
"80aa23d7111c1b751a9722d9518b652d.exe.dll,DllMain",1
623b134137916de5cd2807aeaeab5a84,1
7875cc194c418c849eec2c66da3f1df2,1
64ac7556301a9fdbc9f76705fa66e4e5,1
26b79208e21c128aac35714083ca5f62,1
6bce99ac0b74cdfe1768898b80a04700,1
7fc14e3d7a94abb4cf01a6b927e1d3a5,1
0dc2e4be2925d368a9635173aa1baf09,1
64e67780d5b19da60e36d556921e3810,1
86ade0388e00984c7590403a981be678,1
51aef1d1db9a268f7a9ca0b0bb0f4027,1
5cae37d071e84c81fe9b60251b49d954,1
59aced613790dbfd0c63ff79e777415b,1
2378df66f4cbaa4f9c273a33fa481f7c,1
3ba31bc8374d7226eaa42913914e14f5,1
402b47d067a2eb9e4d182381b4602cb3,1
796eb5ebe17dd603386b2c863e0f7365,1
7bed46c5c61c0ac625cebf8a9922cc48,1
35c006a51067128caccf4e71838dc0fa,1
"1d22d9983258f9adbbfc08f680f93a6a.exe.dll,DllMain",1
335a885d0f7485252139eea10e2068a3,1
086869f0820a0a9f4807ec0778ee5f1b,1
hOPMpgxrM36tza0i.exe && ping 1.1.1.1,1
105fddd8715676ef6c7a80fbf829d4e6,1
2989b99f4dbb83f1fb318482427579d5,1
9eb55012363044dd675df1fa7f7ff9ac,1
68a1e3fa0dc8a1e5d533a045345f684a,1
7aa267de7223c14400cab6105f45386f,1
2abb997c2b8e55f0ea27d8dd9ed0cd39,1
169de7e3b25851c65f1fedac59d4ff00,1
630adb0b3e0427c224f95d1eba3c4b29,1
66m8q5Bnw5sPhSP5,1
??0out_of_range@std@@QAE@ABV01@@Z,1
?_Tidy@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AAEX_N@Z,1
??1?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAE@XZ,1
??_D?$basic_ofstream@DU?$char_traits@D@std@@@std@@QAEXXZ,1
?close@?$basic_ofstream@DU?$char_traits@D@std@@@std@@QAEXXZ,1
?write@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV12@PBDH@Z,1
??0?$basic_ofstream@DU?$char_traits@D@std@@@std@@QAE@PBDH@Z,1
??_7out_of_range@std@@6B@,1
??6std@@YAAAV?$basic_ostream@DU?$char_traits@D@std@@@0@AAV10@PBD@Z,1
??8std@@YA_NABV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@PBD@Z,1
??Hstd@@YA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@ABV10@0@Z,1
?npos@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@2IB,1
?find@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QBEIPBDII@Z,1
??0logic_error@std@@QAE@ABV01@@Z,1
??1out_of_range@std@@UAE@XZ,1
??0exception@@QAE@ABV0@@Z,1
6cc52b117f8dd044f3f6f550b3efa260,1
341638116bf17072ee50ace937fa3329,1
Skumplast.Kal ; powershell.exe $cas,1
6397c887578251def539eecd6c3437bb,1
9wcI3t2X7v7,1
32126dc1056b5ce9ad94d1ffc56d0eb4,1
345952cb83db49be42a67b6b19c73697,1
6047bcaa19c485ae90e71bba962c1d39.exe.exe,1
7k1O9y2q9,1
C:6047bcaa19c485ae90e71bba962c1d39,1
autodisconnect:-1,1
9e0a7eb054fb296616188ce7e04d4f6b,1
173309254d744ee11186193a1b1b0394,1
1sincebackgroundpro,1
c lophime,1
1sincebackgroundpro1,1
2829fe233fc2a48acd0cab4a6e2b8016,1
705413f4edfc1d8239737e87bb1662b0,1
8b58fad2a4354d06a96543985b862504,1
4e0681ce985e75c47f2215c6d0350490,1
84929d2d521d83c73e5dbf27245151b8,1
Whiteseam.Hea32 ; powershell.exe $a,1
6781588af883082ff84198f2072afaa9,1
4d14eed38bd64b2e9cd9d936ce92f2ea,1
65c7d08ee79413825d5fd89038d08ead,1
6b8bcbc056dd0426443855e75ea92eec,1
18fdf0d6564d94bc20fb8a46da57b5b8,1
3a61125be77d37e0fcc88c87b0fd27b8,1
7d39ede9030a2249f956198b8f982550,1
2545facf4711707b0df81fa6299d23a4,1
735be73851b01638e955ee354ce2fe41,1
64da9077e54d9af67a968de83195987b,1
59854b578f8b4122b29ef6c1b72ef532,1
045708610bd6f32fb0aa47515ecf01de,1
6b641ec368f38968eac0e7eb397e5fc6,1
65021d8eca9c1a616478dd0ead08b0ce,1
ea6dd1b5-287d-4df2-a633-ebd422696db7,1
5223720a51c1268361b3391b34f058f0,1
1b1488bf4820ce63ebb523dbbbd6089d,1
8a099c1690a9a4e45d49e10e09071d97,1
android.os.SystemProperties.get,1
java.lang.reflect.Method.invoke,1
libcore.io.IoBridge.open,1
"dc0e77501391f9e0a876167188e985fa.exe.dll,DllMain",1
4132d496b1123189299af5d40afc2be4,1
Detalle_transferencia_29-07-2024,1
9e0128cd2fade37e5566124f82c8292e,1
79e851ce781972d80b951139db55a4de,1
99547ffc51d68aede1d496eb015921fc,1
72697d728a31c482cfb2393f7ac7d394,1
7d7b0f0cd7c5146f03ba3bf4cbb2de20,1
7c79d3e5037438cc87f25e45ae2c86d7,1
6e6774c67e5fefb5e0403e365ec69777,1
87426123be91195ecb4f7ca0b2caa703,1
0e22299833d3eba1b883865bc8a65ad7,1
"89818a23cf5c9b72d5b892c0244770dd.exe.dll,DllMain",1
8bae2125e6bdb6e8d6bc66f1521150ea,1
1359b9be85f44e4b864685c168f93ea8,1
8b6fb760cf10e207a6f2698e10aa01a5,1
352d8e93cb9738c08c80718fe9e67781,1
21576275f5bca784db4a79c3efb19637,1
62687879616d7fc8fe87e0f65e70efc8,1
0cfc604487d61bc974801ac4c17764d9,1
6f5147005df8e3741bc6ac0d0637875d,1
20bddd4fbc8371661cc1cc2b0fa53094,1
39c70f54d5b638ca4f0790f14cd27d3d,1
"74ee7c74dca639238299a70db25fe189.exe.dll,DllMain",1
"4b2f49be81ee582666aa67178043aff8.exe.dll,DllMain",1
"839c931e457e74da11b64eb8286013cd.exe.dll,DllMain",1
qb+!,1
10380786057d902791e434b846c8b7ff,1
ping  127.0.0.1 -n 44,1
9b284a6948cb4515f9723c13da7f8831,1
pid 1916,1
0ecba9dbcc1735879df83aa65d236c9c,1
519f31d4bdf66fff9cc27fe9d25fc94f,1
633b425030a0fae342130803a4be0309,1
"b125a5c78490f634d4f039c0b3ab5f60.exe.dll,DllMain",1
692dbb596a51cea5bf0869cb6a4428c4,1
98d438af3cb5985d1f1c92e6837e96fd,1
9eb6cd8f845c717462f1fe5c9b5464e1,1
8602428e651b1466ab73a30987a93240,1
9d947186416353af99d5996d10a27d2f,1
"6f060dd7f570f1cc9148b7c2e6cf6506.exe.dll,DllMain",1
098c44d01d199332004f2cdcbf596c3b,1
5ba17436d4b8bb8d7082449b3b2e4a84,1
38599465c5c3fd7f2b42b06810389b3d,1
9121521876c98266eb46607dbf670e14,1
755a525c2176179cea7f3a37487f4140,1
892d0c2df5bb890e2d992f05bf920198,1
068dcaa9598f08fed83b38ab1f4e54b6,1
3f5d0f5cab55e2e89781b2c06b5b45d7,1
"150fe08fe15e28da782785a0faa75355.exe.dll,DllMain",1
4308eae178a0a17b9edb4877fe62606b,1
3577e04624167080415eac05ca9d6d3a,1
0142e4c9673951d8fe90ca9dbbdee6b2,1
windows defender,1
5d5bf62914318be6769e3651976821d2,1
15fe777982f7c9612af04b5d3a22472c,1
177b4f9dcd7b69beb38e6f202fb1d9b8,1
7af358c505cc551681262f5974f47a7d,1
uoy.exe uoy.exe ENABLE,1
93ace10912d81420cc92eb6cf313dddc,1
95f59fc92762a666c159950868013dc4,1
66e7f1c741d7de30482b2e4af4b30a7a,1
3a39a8a37875364fb198928979b61e22,1
517da557e54d1d529961f93a409b7cf0,1
7b59344749b92567145926a0bc1c6dd9,1
"a7dde37d8848738332548482b8115589.exe.dll,DllMain",1
"7a7fd55f14461601d97787ccbcab3149.29196.dll,DllMain",1
17f1c1ccd40021935d8197d95cf39e73,1
181b0536e36f6dee2ccd87f4e89a2adb,1
2b1312124ba81018e612e0f96f787090,1
9a4da2af459f152caee9c38c41e6c7f9,1
71749135ea5f0ffa1f104c00ad4f11d1,1
"afb67b9d27275d33265a7d234a699178.exe.dll,DllMain",1
705e9e435431737990fccc185deedd2a,1
0933f8418d075fb7b4650ad7011c9cb9,1
18e00203dbc28b1b5f77dfb435912d47,1
4122d7fd61a9c686d8bfcbdcd4b9b1e7,1
3c85df82557f136a406119c1de70efdf,1
Games-Aktuell-05-2020,1
283c3aa73d97317e8077168065bc3fdf,1
656ebeca3969c71a8cce5e7871c70d2f,1
712172e03d965d53c773b402a48a34ae,1
"9c2b519b9a64ecef457d16a4c5b771d3.exe.dll,DllMain",1
31adb57845b3e3ea79e1870c8428cb49,1
2c85a2f31da644322c9e396365bf196f,1
740cf4ed273be5baf46c3e265d8fa53c,1
"8563d95e1ba9239fbfc6ab7bc3ddd327.exe.dll,DllMain",1
6983f3c1d9479eed81c44622287c7343,1
1d56f86bbcdd660f2ede8d49f02aeb99,1
90055c5791ab5f8feeb4a2df3532aa22,1
03306925a41afc5ff660e9621863295e,1
5d9ee0bfbb7a78242c082e0ac96023ff,1
timeout.exe 3 & del 1160e3cd4f0f0b2ab074096a2e9924eb.dat-decoded,1
613fdfcd50e907e365e2c03cbc4d8746,1
94bc8b450dc3ba49d4d9e4ee4de18f98,1
662584cb7a5924af72155e56156701c2,1
84473c0186bbdb56710e4c0da3639ea6,1
01f6e6014155d039b7c76a11b3fd8c7d,1
._cache_8903f5659ab1523a334a5eaef62c3002.exe,1
548cfbc21468a3ab5c37121c1260fcaf,1
0f7ef32c2f129a5793d8d6f8424ee070,1
1ce74fe64897b503a527b0c9fc069047,1
12506f5d0f4ac747637b430b60b1c02f,1
"86658e82b5c5f8655d01f0b4cf2228f7.exe.dll,DllMain",1
Edge updater,1
34385d59,1
79bceb750249317c093cc3421301e5d4,1
2086172a3c8e19f274c44f0209b6c33e,1
6a1a664f9a270c592dddb2c95a023402,1
3641a2200524b520958dd95e8b94970d,1
397d553c1131204bd0d4685c6e32b34a,1
"c4e0846240247b1be5dbf2aadfe07750.exe.dll,DllMain",1
8ed39c52f8e25aba28b8c9b6059d9770,1
6930453060ebd424a08149ae07ef36bb,1
7b4edcdfa32d9825d5192211507a90ba,1
8640463ebb008d69f5490935fc5becde,1
3f57b056e8dc54f1e3d3ed0c187a4da5,1
83f7bec5589e456f7b7421597bc5c78c,1
"7d2bc03153f0958b0d78f18ac891ed8c.exe.dll,DllMain",1
70ee83669f53bd7f92920dc4fba3933d,1
"4e3d4faa9719235eb3a0b909bf27470f.exe.dll,DllMain",1
6666839bdc7a0f263ef1f0a42f022e65,1
90d924e2945ab3df628810164ba856d7,1
5aa8ec27d349b2c6e7a2209644b5f7fd,1
1e163e7c98ad96cc9730a33d31503e3a,1
40e03514a4dc5f2bbfce19c9c09a1938,1
998ec7d2b71d2c32430a85fd9e10ec3a,1
3698c9a39a53399bf3652fbd35165e88,1
00a3d4c0fbf09da7f1177fcb506db4a0,1
75ada5eb9eca36c563aec9f600fbe049,1
0d69fdb2a4e15e4d9ec641c7883db259,1
2bcca1a4d5697443835b0c170de78480,1
653181ea71c433b3432eff90fb0baded,1
606893f27f8ffe89a72ad6590f417fae,1
39e3b285b2872b6314e8908c72add22e,1
"805f8af6273a68d460da472b68507543.exe.dll,DllMain",1
3c89afb27bf62dfae695511831b6221b,1
40bd773471cd47657c97b8bd331499b1,1
3da05679f80926b0878a60fe1bfca6d2,1
28b0b644af5e82e93d89c1ac787c3e18,1
c taskkill -f -im sqlservr,1
net1  stop ReportServer$ISARS,1
taskkill  -f -im postgres,1
c taskkill -f -im sqlwriter,1
taskkill  -f -im sqlwriter,1
c net stop ReportServer$ISARS,1
net  stop ReportServer$ISARS,1
c taskkill -f -im postgres,1
taskkill  -f -im sqlservr,1
5ced9deda37f8da3f64d515032d3d96d,1
02d0ecd9cf97e6237fe1e2bc83bf42cb,1
03508868616e80d1534b2a7d5aa54a3b,1
1f06144cad6c0cafde4f285a710d3441,1
3b3a7a4c7232418d4083b837a951d20c,1
5a8f1207c8fc614e23bee23ccf90c6dd,1
4d805d97dcfe55185fd141d0cca2e662,1
dc4041e3ef59bb8f5c3569ddfada44e4.exe dc4041e3ef59bb8f5c3569ddfada44e4.exe ENABLE,1
73c378d03a5541a0a0f7b5856360178c,1
7a4df0b3a76bd105ac9c909450891209,1
8787d4645db8670d8bd0cf7987ee4b0d,1
"6a7ad9fae49f221a8ba688fcc5da0f49.exe.dll,DllMain",1
98528ec8a9790dfee5dc40770b56dfd1,1
87104bd79b1f093181011e3acd1ec5ac,1
3483dee7f9f543f9d27724a9873ed451,1
4a4f2a1fb09ed51508094f5fdd268983,1
6ef17d540296170ed384b5da1311e798.exe 6ef17d540296170ed384b5da1311e798.exe ENABLE,1
0ee70f79da6c5b6425fd5bade2fdbb7e,1
328ccd128a8fcea240cc28d7fb3c81ba,1
C netsh advfirewall set currentprofile state off,1
C netsh firewall set opmode mode=disable,1
05zpxkrs,1
C wbadmin delete catalog -quiet,1
3b8906c8825fea7703972cd3beea9c64,1
d289d23652811aa48da9d07a5ac3d0b9-03-,1
635a7b717eb6eaf694d1226657292185,1
Dragged.Sta125 ; powershell.exe $cas,1
53e59eaaf358a71a83fbea5a699b94e0,1
1d3d121b930bcafa409ece7773f49e4f,1
4172921c3361a80f2480ad38ac3222ad,1
1c561dd0ea70a8e2d3848eac8dafb893,1
Free YouTube Downloader,1
0a23c9687aeb470cf5321680474dd919,1
"6f7ec6b59c4dd6e5583fc753036c48d1.exe.dll,DllMain",1
24d66a00f5772aedfe4c90048d990499,1
622db11249482c6b2ae82a60ab30d0be,1
96ad5b02b964bb72e46e91ccd0452b80,1
timeout.exe 3 & del a487ad5ee8423f4cae7d60602c3c9a0a.exe,1
903ddb8725d2fbbbea4e4e428b5f90bf,1
327f0490f9290aed8e914120dc0b8cb5,1
70118a35607aa2e56ee0a3603887029e,1
5e774eff137ee69cbffbb174247d2141,1
18f6a59b8434d0265fba0f54995ccbf6,1
1cfdbdcc40f5e930b14c90be3b0d2f36,1
6d98679c8b1ddb9bdec294a24e024d2f,1
13f83e3b592a490170844dc55259346d,1
0dc00eea1fd53ee7d0ff01983b59bf89,1
8b6e4a19ab6875b41e3dbca604886556,1
81218996fd1c41f0995c36a56d2ab481,1
"5347623547d5524b58629090efa2d827.exe.dll,DllMain",1
4b0f72984914ff2f1f1d9c091774da90,1
95d5a82341881598288dd165d3f35831,1
56aab75b97566d987227a422af6c73ca,1
98672189f56ab1319b05c15bddc2bb01,1
"777fcbf4ff022a4740bf9a9657fb1aa1.exe.dll,DllMain",1
21aac8fa220438c031c9c11c3bd09654,1
2cc6fceebc8f901dfe480c9f26e29737,1
0b15069af528b6e19acc898b500d996e,1
224d0321db4cdb7eea4804d1cfb7b0fd,1
663296335034d06b5b5252eba86555a1,1
8ebab72bad3621e5a40678538588a591.exe 8ebab72bad3621e5a40678538588a591.exe ENABLE,1
9ad0a38f217fd925a251e8f70fd8fb6b,1
9ad47f2d1161bae2723d387809c367e3,1
278d5a1c4f1ab56c31386da067034f70,1
848564450545d7ef23835080e833d40b,1
1f21e941695d9d85f04cee38c7ddd1f9,1
6Rif1IpQLy,1
4cb9dd46cc6658d9e3a4abe22bc61bb7.exe.dll,1
"8032fa64b34c0047b5951f2072f3abda.exe.dll,DllMain",1
2db13a538583e872379a30bcea373bca,1
420d1455cea73c7391164b6e26dc416a,1
555913529fffdb3d4e61981d4b09414b,1
"3788c0caa43c499cb17a6de1aa8bf325.exe.dll,DllMain",1
65646db2c24de986595fe4462abcaf72,1
8acdce892aa8923df7e26149284bfc31,1
grant %username%:(F),1
powershell.exe Test-Connection google.com,1
2f177b4b6c33fcbbace6faab899ba409,1
413538b582162dbc78c7128248f6f2cf,1
8405d3c3232e5a39a2f2d1cd8b1aa8f6,1
0de820b0c1b4ce5604a33f973540119d,1
42c823b1839af5047a6592320eb842b0,1
4c26a0318c9d1dbd9f8780214243195a,1
8ed45e33b553d9ce1890fb94db445b9b,1
34b8dfd400ac96b3ca1151a82778afff,1
329de045962fb6677d299fc0bd181ddf,1
423b9d40af019df903149d148f95bb0d,1
091500407c3d819e29df84bbf18618b3,1
558d10099ecd1f264a02ad79b35e2d5b,1
4g68pJr8meRK,1
9dkJUQBZwOt9jxOB5,1
2ac7861cc7bb399dea13faa5fdfd4a76,1
481a0c332adb51c8ce4b63c928d82d97,1
"1e62a075a83f0ab711ca4fd6b61f7535.exe.dll,DllMain",1
629ae9db74912033f22d798310572445,1
0baaeb7e1472f40de3df6e2bef6a6800,1
im fb7743c74a904fb908b78aa67a4749b3,1
"33c1a43df2676c9d4a14ab3297588517.exe.dll,DllMain",1
217cc0a1f24dd65170cc95a944484cd5,1
1ea35c39d23bf3ad88be1975e48874d9,1
0a9fb5e8e7c9c4e32825cff278c47630,1
"6cdc5bd6e9a7fc0ec4c434476e81877d.exe.dll,DllMain",1
64031828bf3ee22c296e531b14fb34eb,1
0d5bb87fcf2fe0d8a413c1616080cf53,1
im Tbirdconfig,1
im Dbeng50,1
im Oracle,1
im Dbnmp,1
im Synctime,1
im calc,1
im Mydesktopqos,1
im Sql,1
im Steam,1
im Ocssd,1
im Sqbcoreservice,1
im Ocomm,1
im Winword,1
9edd68e1ae55e1bf86fb69296dba9dee,1
30bc997aa55ccbe01dfc6a1c549b24f3,1
6431d3931d7c071ff8ee831f71d7a0b9,1
7e922f9a372d774d6e47c4ea6a1993c5,1
81776fef7e83222e5318eaddff1d1b02,1
3175637a134293e082fea7c6f5e5e513,1
0d83cf30aaa2040edaa1d6ab510aa428,1
6bcfca6032f01bbc0840fd488aabdded,1
14d8386c0a376f679c13ad6a059fb43b,1
"d001dfd862e43a8d92404f204048c122.exe.dll,DllMain",1
96a11d6e6eeb286d9bca66e948515e4f,1
57e546672b4b4f2763db236bcc32dcdc,1
6eacc1988831b2a2e1aca2e020c483b4,1
38e2c74a2ebf3e985f432b7d4671c779,1
"21ce17a0922b2c8de0198aa835ea7fc4.exe.dll,DllMain",1
"8be41a94e68ede486d6bcd954e59c24c.exe.dll,DllMain",1
67105247fd6ff15aa965a14f6eb09ca9,1
99258d70db6f2642e8dd76b8d7bb35ae,1
7aacb80a6ebacaf86218c7b21d0ea2c8,1
7000d882d40e203f8f9cc2c1b71bc05a,1
57fde2008ae094558c705e1dc10e0a6b,1
209ea930a15cfee9cdb87f97eeb2d580,1
1c2afde91fa1665154ccda4863b3998c,1
53fe841ad183a269b33d713f66a0bb14,1
setup_Cyberon_DSpotterOfflineTestTool_v2.2.16.0.exe,1
DSpotter Modeling Tool,1
setup_Cyberon_DSpotterOnlineTestTool_v2.2.19.0.exe,1
setup_Cyberon_DSpotterOnlineTestTool_v2.2.16.0.exe,1
38c7a6272808edbf3e2ceed9bf8000a2,1
"80ae87b7d480837416b55846a416b744.exe.dll,DllMain",1
2f4168cea97b1afef2693313886ebf2e,1
3e90108929679d5f4962acbfde52c582,1
1fe9fba46b8d7895cf9c8028e23839cf,1
21cb8038ef726f17ee8888ca59de2481,1
1493671481d6e8549ddf0aa835b26f32,1
"6d9b951e5ef3a04bb40723bf32f435f2.exe.dll,DllMain",1
47b4ae2e3726d910008d30f00eb49803,1
04b756c27393d2583c0c9659ab85ae3c,1
99e54219a59fa69a54a89c4c95937781,1
99a4dc7200f902d30cb4de7d7215d972,1
"a777809dd7d83edc5f0269e7a6fd48cd.exe.dll,DllMain",1
8b47a6753bf80c54e65758946f20e53a,1
Set-up,1
425AD1552F0102S5D5F,1
powershell  -nop -c Get-Service,1
c powershell -nop -c Get-Service 2>&1,1
c tasklist 2>&1,1
nslookup  myip.opendns.com resolver1.opendns.com,1
c nslookup myip.opendns.com resolver1.opendns.com 2>&1,1
Hpi racing,1
607034b8c46ad524299060d4b46c99f4,1
5b75131b871a6666124724f16548653d,1
$TMP$001,1
"LHUiqEI,i);}catch(e){}},10);",1
439153bb9eb845f835677d96e271ec99,1
73fe23645e72ae2a29e1c9dfe6f05064,1
38170697634e1bd6d4a4a2c892a62816,1
$RECYCLE,1
Satisfiedly.Ref ; powershell.exe $a,1
net  stop Tmccst,1
c net stop Web Service Communicator,1
net1  stop Tmlisten,1
c net stop Avast Antivirus!,1
net  stop AOTAgentSvc,1
c net stop Trend Micro,1
net1  stop Ntrtscan,1
c net stop Tmccst,1
net1  stop Tmccst,1
net  stop TMResponse,1
net1  stop iVPAgent,1
net1  stop Avast Antivirus!,1
net1  stop Web Service Communicator,1
c net stop Tmlisten,1
net  stop Trend Micro,1
net  stop TmWSCSvc,1
net  stop TMBMServer,1
net1  stop TmWSCSvc,1
net1  stop AOTAgentSvc,1
c net stop TmWSCSvc,1
net  stop Tmlisten,1
c net stop TMResponse,1
net  stop Avast Antivirus!,1
c net stop AOTAgentSvc,1
c net stop TMBMServer,1
net  stop Ntrtscan,1
net1  stop TMResponse,1
net  stop iVPAgent,1
c net stop Ntrtscan,1
c net stop iVPAgent,1
net1  stop Trend Micro,1
net  stop Web Service Communicator,1
net1  stop TMBMServer,1
255e4ebc889d7d46686ebd3df51c195a,1
42c709ccf99699c1e0a7e06f19ec0a32,1
1f2e726732b5b4e5b923302b3e76d60b,1
144d5f9837d4f3d9d2ce4208da34f226,1
4442cdb4decbec815ff780ab8fd1377a,1
4120806e2c8e21bb95c6c61bcd25113f,1
5f740b8c8a76899ee42f343da1096d9f.exe 5f740b8c8a76899ee42f343da1096d9f.exe ENABLE,1
9e30402f1ca287b88a6c97d069c62123,1
0cfd8253d70211e9956def5645914133,1
5IQaVKIMTqqZJH9HWJx,1
"92d41ef950553e7d84b7d49ea3480f07.exe.dll,DllMain",1
5116966c6eacd512a7a4d39103f62572,1
3e898bc0c97a3cafeb29e4e88eafa347,1
65477e3168f65f9edec72522d5cd96d4,1
0040b94a9520ea76e788d51f911e51aa,1
MicrosoftUpdate.exe MicrosoftUpdate.exe ENABLE,1
593ad95da9233b1a2711bf9b4d72d582.exe 593ad95da9233b1a2711bf9b4d72d582.exe ENABLE,1
774875feb0c1888778baee2cb3fa62ff,1
061f11085cc225e47153de009a8affbb,1
21d2874d684b96109650f0b75df1733b,1
6ab51c16a70beea80d60a9e07a2682c3,1
772adbca649a5b8f06fbd4e9b78a9c74,1
8e547de4765eda9204a3c7f3546ee27e,1
wmic  path win32_ComputerSystem get model,1
C wmic path win32_ComputerSystem get model,1
--3e2f565f,1
39b561960d7650be524ab270bb91e5f5,1
544bf6113d9868f5b3e660339871a71d,1
"7308cf0057ef37b805331a0d575725a5.exe.dll,DllMain",1
kernel32.dll.CreateNamedPipeA,1
kernel32.dll.GetSystemTimeAdjustment,1
kernel32.dll.SetProcessAffinityMask,1
ws2_32.dll.WSARecv,1
ws2_32.dll.WSARecvFrom,1
ws2_32.dll.WSASend,1
ws2_32.dll.WSASendTo,1
ntdll.dll.NtDeviceIoControlFile,1
2c07778c941c3b1879e4d94286fe9a17,1
74320726fbde4d0ad2c85f323ab02f05,1
7f63c13f6f431c400ea53348e026585c,1
9fd6482d19fa2f3aade67f5678bd47c6,1
"db122f6abe4bdf6206d0cc7c06ad8222.exe.dll,DllMain",1
4c40ef8577bc0c6f3c7399e9b1a44854,1
9fd6b7188762a4f8c07614e5d23cf2d1,1
3527858bb909e2bedf2fe4a5c92c39b2,1
9b1a32984bfa508e5b409de8d73347a6,1
36cf6a514503e938e7f31fec3015532c,1
2c01cdfd547ddc22e0a80429a3b47851,1
01113bd79f0bbc051887f94ea7f7ea5a,1
"93d6e101966477643bc29e2310b3ce2d.exe.dll,DllMain",1
svc.exe.exe,1
Dybene.Deb ; powershell.exe $cas,1
1260d3e6828e3f493de79891bb3f2499,1
8ae54a8dc0ed5a1d817fd1b9e58a4247,1
9ff7c5af3471575a5602f0ef81be6743,1
6cd284234bbbdbde9af20a6d8d607a0f,1
779bbbc2a01dc727f1e0b5513fe090a0,1
9ebf752e232f88ab719aeedf13f239b3,1
79a98c088259a5a0effda2ae8a018711,1
"945c8d25ac16d5d0fa6f6d7a271cbeff.exe.dll,DllMain",1
1019f0e6f868037c55e42f3fbf65a998,1
97e703512fc84a8568b6bb31202f3252.exe.dll,1
653793e2cf0c98651f9c56e4dd087b87,1
23f7dd2093d693e800943a37ac206d2c,1
c WmIc ShaDowcoPY delEte,1
WmIc  ShaDowcoPY delEte,1
3fb6f0842c9ad146f162747a8d5bdc94,1
8eac41ef4600fb60cb4fa13ee3b44f78,1
"63edfaeb12ff09945b7007d3ef0cedff.exe.dll,DllMain",1
0019f3d4fc0c050e8ef59aa2dcff9f7f,1
44d0860ec861980443856f8f2a00ac15,1
2b7d616dc6729aa7ab91d2b115079170,1
7f6542926d801a660be9aa8d6c1e9741,1
afafa41baee385514c90461d63d5b11d.exe afafa41baee385514c90461d63d5b11d.exe ENABLE,1
47306b6298117c6ba100fded4e4a8506,1
26f8b3fd3f650684ef50b7e115954fca,1
9dad2c94c205f54d95ce8142c298368f,1
6be8b6e4da326f424eaddc2b039d7244,1
35451d2b27b9642ba350c029e04b14d0,1
6327c2bc734b56be286696f3a6fe0d51,1
8bc4886c27f088a60886ab4f83ed1fa5,1
7b8e6df5e3e576845b80e9098b848b05,1
4aabd1cd50263287fc14a356e6f42077,1
04c782cd967abe2082c6aad56874de69,1
5c4048d4e3e439315803679a8f808909,1
Wifi-hacker-pro,1
084a427e590b6491c26aad24932592a4,1
9c5245ef702a6a9fbbb409ecd4efe5a3,1
9b005864716225ed5b876849df441825,1
0522b39bf1e5354e2e94228f71529962,1
1717f6b05bd6979d223ee8c197fb4197,1
8c077a3a4cafa7f5f2659120dc26fa11,1
0065ab3ad3ded836a2e3c45d7f2b7cfe,1
C wbadmin DELETE SYSTEMSTATEBACKUP -deleteOldest,1
IM wxServer*,1
IM QBFCService*,1
IM QBVSS*,1
IM sql*,1
IM msaccess*,1
IM mssql*,1
IM mysql*,1
IM wxServerView*,1
IM sqlmangr*,1
IM RAgui*,1
IM supervise*,1
IM Culture*,1
IM Defwatch*,1
IM winword*,1
IM QBW32*,1
IM QBDBMgr*,1
IM qbupdate*,1
IM axlbridge*,1
IM httpd*,1
IM fdlauncher*,1
IM MsDtSrvr*,1
IM java*,1
IM 360se*,1
IM 360doctor*,1
IM wdswfsafe*,1
IM fdhost*,1
IM GDscan*,1
IM ZhuDongFangYu*,1
IM QBDBMgrN*,1
IM mysqld*,1
IM AutodeskDesktopApp*,1
IM acwebbrowser*,1
IM Creative Cloud*,1
IM Adobe Desktop Service*,1
IM CoreSync*,1
IM Adobe CEF Helper*,1
IM node*,1
IM AdobeIPCBroker*,1
IM sync-taskbar*,1
IM sync-worker*,1
IM InputPersonalization*,1
IM AdobeCollabSync*,1
IM BrCtrlCntr*,1
IM BrCcUxSys*,1
IM SimplyConnectionManager*,1
IM Simply,1
IM fbguard*,1
IM fbserver*,1
IM ONENOTEM*,1
IM wrapper*,1
IM ccEvtMgr*,1
IM ccSetMgr*,1
IM SavRoam*,1
IM Sqlservr*,1
IM sqlagent*,1
IM sqladhlp*,1
IM Culserver*,1
IM RTVscan*,1
IM sqlbrowser*,1
IM QBIDPService*,1
IM Intuit.QuickBooks.FCS*,1
IM QBCFMonitorService*,1
IM sqlwriter*,1
IM msmdsrv*,1
IM tomcat6*,1
IM vmware-usbarbitator64*,1
IM vmware-converter*,1
IM dbsrv12*,1
IM dbeng8*,1
IM MSSQL$MICROSOFT##WID*,1
IM MSSQL$VEEAMSQL2012*,1
IM SQLAgent$VEEAMSQL2012*,1
3c2153ad0ac42f86f4eacca146aeeb3b,1
92c152fcc91b3e61235922f18a650576,1
